original_path,original_name,proposed_name,old_state,new_state,confidence,collision_status,duplicate_risk,file_exists
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Hit 'Em Up (Dirty) (Music Video) HD.mp3,2Pac - Hit 'Em Up (Dirty) (Music Video) HD.mp3,2pac - Hit 'em up Hd.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,ok,similar_title,yes
C:\Users\suppo\Downloads\New Music\Top1000\Alan Walker - The Spectre.mp3,Alan Walker - The Spectre.mp3,Alan Walker - The Spectre.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,no_change,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-n-Harmony - 1st of tha Month.mp3,Bone Thugs-n-Harmony - 1st of tha Month.mp3,Bone Thugs-n-harmony - 1st of Tha Month.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,no_change,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CamRon - Hey Ma ft. Juelz Santana.mp3,CamRon - Hey Ma ft. Juelz Santana.mp3,Camron - Hey Ma ft. Juelz Santana.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,no_change,similar_title,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Coolio - Gangsta's Paradise (feat. L.V.) [Official Music Video].mp3,Coolio - Gangsta's Paradise (feat. L.V.) [Official Music Video].mp3,Coolio - Gangsta's Paradise (Feat. L.v.).mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,ok,similar_title,yes
C:\Users\suppo\Downloads\New Music\Top1000_Club\Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,Dimitri Vegas & Like Mike vs W&W - Arcade.mp3,Dimitri Vegas & Like Mike vs W&w - Arcade.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,no_change,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin' But A ＂G＂ Thang [Official Music Video].mp3,Dr Dre - Nuthin' But A ＂G＂ Thang [Official Music Video].mp3,Dr Dre - Nuthin' but a Thang.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,ok,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eazy-E - Real Muthaphuckkin Gs.mp3,Eazy-E - Real Muthaphuckkin Gs.mp3,Eazy-e - Real Muthaphuckkin Gs.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,no_change,near_duplicate,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Geto Boys - Mind Playing Tricks On Me (Official Video) [Explicit].mp3,Geto Boys - Mind Playing Tricks On Me (Official Video) [Explicit].mp3,Geto Boys - Mind Playing Tricks on Me [explicit].mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,ok,similar_title,yes
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,REVIEW_REQUIRED,REVIEW_REQUIRED,1.0,no_change,near_duplicate,yes
